onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.56, 0.51, 0.52, 1.00, 0.00, 0.00, 0.01
ont_2_musicalwork, 0.47, 0.44, 0.45, 1.00, 0.55, 0.00, 0.23
ont_3_airport, 0.48, 0.42, 0.44, 1.00, 0.00, 0.00, 0.12
ont_4_building, 0.60, 0.52, 0.55, 1.00, 0.00, 0.00, 0.11
ont_5_athlete, 0.59, 0.57, 0.58, 1.00, 0.01, 0.00, 0.15
ont_6_politician, 0.67, 0.60, 0.63, 1.00, 0.07, 0.00, 0.20
ont_7_company, 0.71, 0.64, 0.66, 0.98, 0.02, 0.02, 0.29
ont_8_celestialbody, 0.89, 0.87, 0.88, 1.00, 0.00, 0.00, 0.40
ont_9_astronaut, 0.74, 0.70, 0.71, 1.00, 0.00, 0.00, 0.32
ont_10_comicscharacter, 0.73, 0.67, 0.69, 1.00, 0.61, 0.00, 0.17
ont_11_meanoftransportation, 0.51, 0.45, 0.47, 1.00, 0.01, 0.00, 0.20
ont_12_monument, 0.26, 0.27, 0.26, 1.00, 0.00, 0.00, 0.18
ont_13_food, 0.67, 0.65, 0.65, 1.00, 0.02, 0.00, 0.07
ont_14_writtenwork, 0.69, 0.63, 0.65, 0.99, 0.07, 0.01, 0.27
ont_15_sportsteam, 0.63, 0.57, 0.59, 1.00, 0.04, 0.00, 0.09
ont_16_city, 0.59, 0.59, 0.58, 1.00, 0.37, 0.00, 0.32
ont_17_artist, 0.44, 0.39, 0.41, 1.00, 0.00, 0.00, 0.07
ont_18_scientist, 0.78, 0.74, 0.76, 1.00, 0.00, 0.00, 0.27
ont_19_film, 0.45, 0.41, 0.42, 1.00, 0.02, 0.00, 0.17
