median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.058602, 0.403704, 0.102419, 0.464032, 0.028018, 0.535968, 0.015491
wikidata_tekgen, verified, 0.080799, 0.454828, 0.133399, 0.437971, 0.021398, 0.562029, 0.015065
wikidata_tekgen, all, 0.081537, 0.353081, 0.122774, 0.375644, 0.023059, 0.624356, 0.016455
dbpedia_webnlg, all, 0.031996, 0.093176, 0.042868, 0.320288, 0.008239, 0.679712, 0.017114

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.038988, 0.289286, 0.068040, 0.239608, 0.016264, 0.476286, 0.003929
wikidata_tekgen, verified, 0.065879, 0.362302, 0.110755, 0.317636, 0.013114, 0.518228, 0.013488
wikidata_tekgen, all, 0.059046, 0.315726, 0.099355, 0.270705, 0.018515, 0.550075, 0.012460
dbpedia_webnlg, all, 0.015979, 0.058976, 0.025434, 0.166936, 0.005123, 0.596403, 0.009062

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.066412, 0.443269, 0.113455, 0.523714, 0.037776, 0.760392, 0.047198
wikidata_tekgen, verified, 0.111579, 0.488536, 0.175997, 0.481772, 0.028246, 0.682364, 0.024888
wikidata_tekgen, all, 0.093515, 0.413833, 0.149004, 0.449925, 0.028795, 0.729295, 0.025397
dbpedia_webnlg, all, 0.068055, 0.139797, 0.090524, 0.403597, 0.013703, 0.833064, 0.024278

