onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.11, 0.35, 0.16, 1.00, 0.00, 0.00, 0.02
ont_2_music, 0.17, 0.33, 0.21, 1.00, 0.02, 0.00, 0.00
ont_3_sport, 0.05, 0.12, 0.07, 1.00, 0.02, 0.00, 0.03
ont_4_book, 0.12, 0.25, 0.15, 1.00, 0.00, 0.00, 0.00
ont_5_military, 0.19, 0.57, 0.28, 1.00, 0.05, 0.00, 0.15
ont_6_computer, 0.10, 0.20, 0.13, 1.00, 0.05, 0.00, 0.05
ont_7_space, 0.25, 0.60, 0.33, 1.00, 0.16, 0.00, 0.08
ont_8_politics, 0.16, 0.58, 0.25, 1.00, 0.02, 0.00, 0.05
ont_9_nature, 0.18, 0.55, 0.27, 1.00, 0.02, 0.00, 0.00
ont_10_culture, 0.17, 0.25, 0.19, 1.00, 0.00, 0.00, 0.00
