onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.21, 0.21, 0.20, 1.00, 0.02, 0.00, 0.01
ont_2_music, 0.22, 0.23, 0.21, 1.00, 0.02, 0.00, 0.01
ont_3_sport, 0.09, 0.15, 0.11, 1.00, 0.01, 0.00, 0.01
ont_4_book, 0.17, 0.19, 0.17, 1.00, 0.02, 0.00, 0.00
ont_5_military, 0.13, 0.20, 0.15, 1.00, 0.01, 0.00, 0.02
ont_6_computer, 0.11, 0.11, 0.10, 1.00, 0.01, 0.00, 0.01
ont_7_space, 0.26, 0.51, 0.34, 1.00, 0.01, 0.00, 0.01
ont_8_politics, 0.19, 0.28, 0.21, 1.00, 0.01, 0.00, 0.04
ont_9_nature, 0.12, 0.27, 0.16, 1.00, 0.00, 0.00, 0.01
ont_10_culture, 0.08, 0.11, 0.09, 1.00, 0.00, 0.00, 0.00
