onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.47, 0.32, 0.35, 1.00, 0.07, 0.00, 0.04
ont_2_music, 0.49, 0.36, 0.39, 0.99, 0.02, 0.01, 0.04
ont_3_sport, 0.59, 0.51, 0.53, 1.00, 0.04, 0.00, 0.04
ont_4_book, 0.48, 0.38, 0.40, 1.00, 0.01, 0.00, 0.01
ont_5_military, 0.38, 0.38, 0.38, 1.00, 0.03, 0.00, 0.03
ont_6_computer, 0.37, 0.38, 0.37, 0.98, 0.00, 0.02, 0.01
ont_7_space, 0.86, 0.87, 0.86, 1.00, 0.01, 0.00, 0.03
ont_8_politics, 0.45, 0.44, 0.44, 1.00, 0.03, 0.00, 0.07
ont_9_nature, 0.66, 0.64, 0.64, 1.00, 0.03, 0.00, 0.07
ont_10_culture, 0.78, 0.79, 0.78, 1.00, 0.00, 0.00, 0.00
