onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.49, 0.31, 0.35, 1.00, 0.12, 0.00, 0.05
ont_2_music, 0.54, 0.37, 0.41, 1.00, 0.08, 0.00, 0.04
ont_3_sport, 0.71, 0.60, 0.63, 1.00, 0.13, 0.00, 0.05
ont_4_book, 0.48, 0.40, 0.41, 1.00, 0.05, 0.00, 0.03
ont_5_military, 0.35, 0.36, 0.35, 1.00, 0.04, 0.00, 0.09
ont_6_computer, 0.46, 0.40, 0.41, 0.92, 0.02, 0.08, 0.01
ont_7_space, 0.79, 0.75, 0.76, 1.00, 0.07, 0.00, 0.03
ont_8_politics, 0.40, 0.38, 0.38, 1.00, 0.08, 0.00, 0.05
ont_9_nature, 0.58, 0.55, 0.56, 1.00, 0.10, 0.00, 0.05
ont_10_culture, 0.70, 0.71, 0.70, 1.00, 0.03, 0.00, 0.00
