onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.10, 0.20, 0.12, 1.00, 0.05, 0.00, 0.03
ont_2_music, 0.08, 0.22, 0.11, 1.00, 0.05, 0.00, 0.03
ont_3_sport, 0.03, 0.14, 0.05, 1.00, 0.02, 0.00, 0.03
ont_4_book, 0.09, 0.25, 0.12, 1.00, 0.04, 0.00, 0.02
ont_5_military, 0.06, 0.24, 0.09, 1.00, 0.02, 0.00, 0.04
ont_6_computer, 0.12, 0.21, 0.14, 1.00, 0.03, 0.00, 0.02
ont_7_space, 0.09, 0.50, 0.15, 1.00, 0.02, 0.00, 0.03
ont_8_politics, 0.04, 0.22, 0.07, 1.00, 0.03, 0.00, 0.04
ont_9_nature, 0.05, 0.29, 0.09, 1.00, 0.02, 0.00, 0.03
ont_10_culture, 0.06, 0.19, 0.09, 1.00, 0.04, 0.00, 0.01
