onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.15, 0.28, 0.18, 0.50, 0.03, 0.50, 0.02
ont_2_music, 0.16, 0.40, 0.22, 0.60, 0.04, 0.40, 0.01
ont_3_sport, 0.10, 0.33, 0.15, 0.46, 0.01, 0.54, 0.01
ont_4_book, 0.13, 0.35, 0.18, 0.48, 0.03, 0.52, 0.01
ont_5_military, 0.04, 0.19, 0.07, 0.12, 0.02, 0.88, 0.03
ont_6_computer, 0.11, 0.31, 0.15, 0.36, 0.03, 0.64, 0.02
ont_7_space, 0.13, 0.50, 0.21, 0.25, 0.02, 0.75, 0.02
ont_8_politics, 0.10, 0.41, 0.15, 0.38, 0.03, 0.62, 0.03
ont_9_nature, 0.08, 0.34, 0.12, 0.41, 0.02, 0.59, 0.02
ont_10_culture, 0.02, 0.11, 0.04, 0.27, 0.03, 0.73, 0.01
