onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.58, 0.48, 0.51, 1.00, 0.00, 0.00, 0.02
ont_2_musicalwork, 0.38, 0.37, 0.37, 0.99, 0.48, 0.01, 0.20
ont_3_airport, 0.51, 0.43, 0.46, 1.00, 0.00, 0.00, 0.12
ont_4_building, 0.57, 0.49, 0.51, 1.00, 0.00, 0.00, 0.11
ont_5_athlete, 0.53, 0.49, 0.50, 0.99, 0.00, 0.01, 0.12
ont_6_politician, 0.59, 0.54, 0.56, 1.00, 0.03, 0.00, 0.16
ont_7_company, 0.62, 0.56, 0.58, 1.00, 0.10, 0.00, 0.28
ont_8_celestialbody, 0.82, 0.79, 0.80, 1.00, 0.00, 0.00, 0.36
ont_9_astronaut, 0.70, 0.63, 0.66, 1.00, 0.00, 0.00, 0.27
ont_10_comicscharacter, 0.64, 0.59, 0.61, 1.00, 0.60, 0.00, 0.16
ont_11_meanoftransportation, 0.46, 0.40, 0.42, 0.98, 0.00, 0.02, 0.20
ont_12_monument, 0.26, 0.27, 0.27, 1.00, 0.00, 0.00, 0.07
ont_13_food, 0.64, 0.60, 0.61, 0.99, 0.02, 0.01, 0.05
ont_14_writtenwork, 0.63, 0.59, 0.60, 0.99, 0.08, 0.01, 0.26
ont_15_sportsteam, 0.56, 0.52, 0.54, 1.00, 0.01, 0.00, 0.11
ont_16_city, 0.44, 0.42, 0.43, 1.00, 0.27, 0.00, 0.22
ont_17_artist, 0.43, 0.39, 0.41, 0.98, 0.00, 0.02, 0.07
ont_18_scientist, 0.75, 0.71, 0.73, 1.00, 0.00, 0.00, 0.22
ont_19_film, 0.41, 0.38, 0.39, 1.00, 0.01, 0.00, 0.15
