onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.34, 0.37, 0.33, 1.00, 0.07, 0.00, 0.06
ont_2_music, 0.30, 0.34, 0.30, 0.99, 0.07, 0.01, 0.05
ont_3_sport, 0.33, 0.41, 0.34, 0.92, 0.05, 0.08, 0.06
ont_4_book, 0.32, 0.41, 0.34, 0.99, 0.03, 0.01, 0.05
ont_5_military, 0.27, 0.33, 0.29, 0.94, 0.02, 0.06, 0.06
ont_6_computer, 0.36, 0.42, 0.38, 0.86, 0.05, 0.14, 0.01
ont_7_space, 0.77, 0.87, 0.80, 1.00, 0.00, 0.00, 0.05
ont_8_politics, 0.46, 0.52, 0.48, 0.98, 0.09, 0.02, 0.07
ont_9_nature, 0.46, 0.59, 0.50, 0.96, 0.04, 0.04, 0.06
ont_10_culture, 0.31, 0.46, 0.35, 0.97, 0.01, 0.03, 0.03
