onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.17, 0.29, 0.21, 0.72, 0.00, 1.25, 0.01
ont_2_musicalwork, 0.00, 0.01, 0.01, 0.60, 0.04, 1.39, 0.01
ont_3_airport, 0.05, 0.13, 0.07, 0.46, 0.00, 1.54, 0.02
ont_4_building, 0.18, 0.43, 0.25, 0.79, 0.01, 1.20, 0.01
ont_5_athlete, 0.01, 0.07, 0.02, 0.05, 0.01, 1.95, 0.07
ont_6_politician, 0.06, 0.15, 0.08, 0.47, 0.02, 1.53, 0.05
ont_7_company, 0.02, 0.11, 0.04, 0.34, 0.03, 1.66, 0.05
ont_8_celestialbody, 0.00, 0.00, 0.00, 0.01, 0.02, 1.99, 0.05
ont_9_astronaut, 0.05, 0.09, 0.06, 0.06, 0.01, 1.94, 0.06
ont_10_comicscharacter, 0.12, 0.26, 0.16, 0.90, 0.02, 1.10, 0.03
ont_11_meanoftransportation, 0.11, 0.25, 0.15, 0.88, 0.03, 1.12, 0.06
ont_12_monument, 0.03, 0.12, 0.05, 0.73, 0.01, 1.27, 0.02
ont_13_food, 0.12, 0.30, 0.17, 0.61, 0.03, 1.39, 0.07
ont_14_writtenwork, 0.16, 0.37, 0.22, 1.03, 0.04, 0.97, 0.05
ont_15_sportsteam, 0.14, 0.26, 0.18, 0.61, 0.01, 1.39, 0.04
ont_16_city, 0.12, 0.38, 0.18, 0.84, 0.03, 1.15, 0.08
ont_17_artist, 0.23, 0.43, 0.30, 0.90, 0.00, 1.10, 0.02
ont_18_scientist, 0.05, 0.18, 0.07, 0.24, 0.05, 1.76, 0.06
ont_19_film, 0.03, 0.19, 0.05, 0.34, 0.03, 1.66, 0.06
