onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.23, 0.29, 0.24, 0.60, 0.01, 0.40, 0.02
ont_2_music, 0.25, 0.38, 0.29, 0.65, 0.01, 0.35, 0.01
ont_3_sport, 0.13, 0.26, 0.17, 0.49, 0.01, 0.51, 0.00
ont_4_book, 0.24, 0.30, 0.25, 0.57, 0.01, 0.43, 0.01
ont_5_military, 0.06, 0.11, 0.07, 0.12, 0.01, 0.88, 0.04
ont_6_computer, 0.17, 0.28, 0.20, 0.40, 0.01, 0.60, 0.02
ont_7_space, 0.27, 0.58, 0.37, 0.29, 0.03, 0.71, 0.01
ont_8_politics, 0.21, 0.43, 0.28, 0.53, 0.01, 0.47, 0.05
ont_9_nature, 0.17, 0.45, 0.24, 0.51, 0.00, 0.49, 0.01
ont_10_culture, 0.03, 0.05, 0.04, 0.37, 0.01, 0.63, 0.01
