onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.09, 0.25, 0.13, 1.00, 0.05, 0.00, 0.03
ont_2_music, 0.06, 0.24, 0.10, 1.00, 0.05, 0.00, 0.03
ont_3_sport, 0.03, 0.15, 0.05, 1.00, 0.02, 0.00, 0.03
ont_4_book, 0.08, 0.31, 0.12, 1.00, 0.04, 0.00, 0.02
ont_5_military, 0.04, 0.25, 0.07, 1.00, 0.02, 0.00, 0.04
ont_6_computer, 0.10, 0.29, 0.14, 1.00, 0.03, 0.00, 0.02
ont_7_space, 0.08, 0.50, 0.14, 1.00, 0.02, 0.00, 0.03
ont_8_politics, 0.03, 0.22, 0.06, 1.00, 0.03, 0.00, 0.03
ont_9_nature, 0.05, 0.29, 0.08, 1.00, 0.03, 0.00, 0.05
ont_10_culture, 0.04, 0.23, 0.07, 1.00, 0.04, 0.00, 0.02
