onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.36, 0.32, 0.31, 1.00, 0.15, 0.00, 0.09
ont_2_music, 0.42, 0.38, 0.37, 1.00, 0.11, 0.00, 0.05
ont_3_sport, 0.54, 0.55, 0.51, 0.99, 0.12, 0.01, 0.07
ont_4_book, 0.38, 0.40, 0.36, 1.00, 0.08, 0.00, 0.05
ont_5_military, 0.27, 0.32, 0.28, 0.98, 0.07, 0.02, 0.10
ont_6_computer, 0.43, 0.42, 0.41, 0.87, 0.04, 0.13, 0.01
ont_7_space, 0.76, 0.75, 0.75, 1.00, 0.09, 0.00, 0.04
ont_8_politics, 0.36, 0.40, 0.37, 0.99, 0.08, 0.01, 0.09
ont_9_nature, 0.48, 0.51, 0.48, 0.99, 0.10, 0.01, 0.06
ont_10_culture, 0.56, 0.65, 0.59, 0.99, 0.03, 0.01, 0.01
