onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.20, 0.34, 0.23, 0.59, 0.02, 0.41, 0.02
ont_2_music, 0.20, 0.42, 0.26, 0.62, 0.02, 0.38, 0.01
ont_3_sport, 0.10, 0.28, 0.14, 0.49, 0.01, 0.51, 0.00
ont_4_book, 0.18, 0.35, 0.22, 0.55, 0.02, 0.45, 0.01
ont_5_military, 0.04, 0.14, 0.06, 0.09, 0.01, 0.91, 0.04
ont_6_computer, 0.11, 0.32, 0.16, 0.40, 0.02, 0.60, 0.02
ont_7_space, 0.19, 0.58, 0.28, 0.32, 0.02, 0.68, 0.01
ont_8_politics, 0.16, 0.49, 0.23, 0.47, 0.01, 0.53, 0.03
ont_9_nature, 0.13, 0.47, 0.20, 0.51, 0.01, 0.49, 0.01
ont_10_culture, 0.02, 0.07, 0.03, 0.35, 0.00, 0.65, 0.01
