onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.37, 0.40, 0.36, 1.00, 0.11, 0.00, 0.07
ont_2_music, 0.39, 0.41, 0.37, 1.00, 0.04, 0.00, 0.05
ont_3_sport, 0.39, 0.51, 0.41, 0.95, 0.07, 0.05, 0.07
ont_4_book, 0.38, 0.45, 0.39, 1.00, 0.02, 0.00, 0.04
ont_5_military, 0.27, 0.33, 0.29, 0.95, 0.08, 0.05, 0.06
ont_6_computer, 0.42, 0.46, 0.42, 0.87, 0.01, 0.13, 0.01
ont_7_space, 0.80, 0.87, 0.82, 0.99, 0.02, 0.01, 0.06
ont_8_politics, 0.42, 0.48, 0.44, 0.97, 0.06, 0.03, 0.13
ont_9_nature, 0.53, 0.63, 0.56, 0.98, 0.04, 0.02, 0.07
ont_10_culture, 0.63, 0.75, 0.67, 1.00, 0.02, 0.00, 0.00
