onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.24, 0.28, 0.24, 1.00, 0.03, 0.00, 0.01
ont_2_music, 0.28, 0.38, 0.30, 1.00, 0.04, 0.00, 0.02
ont_3_sport, 0.23, 0.31, 0.24, 1.00, 0.01, 0.00, 0.01
ont_4_book, 0.27, 0.33, 0.28, 1.00, 0.04, 0.00, 0.01
ont_5_military, 0.14, 0.17, 0.15, 1.00, 0.00, 0.00, 0.01
ont_6_computer, 0.23, 0.26, 0.23, 1.00, 0.03, 0.00, 0.00
ont_7_space, 0.43, 0.49, 0.45, 1.00, 0.00, 0.00, 0.01
ont_8_politics, 0.29, 0.41, 0.32, 1.00, 0.02, 0.00, 0.04
ont_9_nature, 0.19, 0.32, 0.23, 1.00, 0.00, 0.00, 0.00
ont_10_culture, 0.05, 0.10, 0.06, 1.00, 0.02, 0.00, 0.00
