onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.15, 0.30, 0.18, 0.49, 0.03, 0.51, 0.03
ont_2_music, 0.16, 0.40, 0.21, 0.61, 0.04, 0.39, 0.02
ont_3_sport, 0.10, 0.35, 0.15, 0.46, 0.01, 0.54, 0.02
ont_4_book, 0.13, 0.37, 0.18, 0.48, 0.03, 0.52, 0.01
ont_5_military, 0.04, 0.19, 0.07, 0.12, 0.02, 0.88, 0.03
ont_6_computer, 0.11, 0.32, 0.15, 0.35, 0.03, 0.65, 0.03
ont_7_space, 0.12, 0.50, 0.20, 0.24, 0.02, 0.76, 0.02
ont_8_politics, 0.09, 0.42, 0.15, 0.38, 0.03, 0.62, 0.03
ont_9_nature, 0.08, 0.34, 0.12, 0.41, 0.02, 0.59, 0.03
ont_10_culture, 0.02, 0.11, 0.04, 0.27, 0.03, 0.73, 0.01
