median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.482143, 0.500000, 0.488095, 0.984568, 0.000000, 0.015432, 0.088542
wikidata_tekgen, verified, 0.472530, 0.492547, 0.451563, 0.979959, 0.049498, 0.020041, 0.068180
wikidata_tekgen, all, 0.439662, 0.425555, 0.407306, 0.975441, 0.107218, 0.024559, 0.060126
dpedia_webnlg, all, 0.549753, 0.529595, 0.534803, 0.988527, 0.029528, 0.011473, 0.211162

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.297473, 0.401852, 0.319252, 0.945312, 0.000000, 0.000000, 0.012500
wikidata_tekgen, verified, 0.416735, 0.433971, 0.391763, 0.949458, 0.024802, 0.010264, 0.047068
wikidata_tekgen, all, 0.365151, 0.399667, 0.365610, 0.966842, 0.092797, 0.018046, 0.047369
dpedia_webnlg, all, 0.443739, 0.433453, 0.435261, 0.975275, 0.003235, 0.000000, 0.139446

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.718750, 0.762500, 0.733333, 1.000000, 0.000000, 0.054688, 0.099211
wikidata_tekgen, verified, 0.612645, 0.674314, 0.619603, 0.989736, 0.085984, 0.050542, 0.075557
wikidata_tekgen, all, 0.522352, 0.572914, 0.529046, 0.981954, 0.133359, 0.033158, 0.083240
dpedia_webnlg, all, 0.581840, 0.564324, 0.568518, 1.000000, 0.065600, 0.024725, 0.260023

