onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.17, 0.31, 0.20, 1.00, 0.03, 0.00, 0.04
ont_2_music, 0.17, 0.37, 0.21, 1.00, 0.02, 0.00, 0.01
ont_3_sport, 0.06, 0.24, 0.09, 1.00, 0.01, 0.00, 0.02
ont_4_book, 0.14, 0.28, 0.17, 1.00, 0.02, 0.00, 0.01
ont_5_military, 0.08, 0.26, 0.12, 1.00, 0.02, 0.00, 0.05
ont_6_computer, 0.15, 0.21, 0.16, 1.00, 0.02, 0.00, 0.01
ont_7_space, 0.17, 0.67, 0.27, 1.00, 0.03, 0.00, 0.01
ont_8_politics, 0.09, 0.42, 0.15, 1.00, 0.02, 0.00, 0.04
ont_9_nature, 0.11, 0.51, 0.18, 1.00, 0.01, 0.00, 0.01
ont_10_culture, 0.08, 0.19, 0.11, 1.00, 0.01, 0.00, 0.01
