onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.19, 0.35, 0.23, 0.57, 0.03, 0.43, 0.03
ont_2_music, 0.19, 0.42, 0.24, 0.62, 0.03, 0.38, 0.02
ont_3_sport, 0.10, 0.29, 0.14, 0.47, 0.01, 0.53, 0.01
ont_4_book, 0.17, 0.36, 0.22, 0.54, 0.02, 0.46, 0.01
ont_5_military, 0.04, 0.14, 0.06, 0.09, 0.01, 0.91, 0.05
ont_6_computer, 0.11, 0.32, 0.16, 0.40, 0.02, 0.60, 0.02
ont_7_space, 0.17, 0.58, 0.27, 0.30, 0.02, 0.70, 0.01
ont_8_politics, 0.15, 0.49, 0.22, 0.48, 0.01, 0.52, 0.04
ont_9_nature, 0.13, 0.47, 0.20, 0.51, 0.01, 0.49, 0.01
ont_10_culture, 0.02, 0.07, 0.03, 0.35, 0.00, 0.65, 0.01
