median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.354167, 0.380952, 0.359524, 0.962500, 0.000000, 0.037500, 0.064062
wikidata_tekgen, verified, 0.320983, 0.412946, 0.332044, 0.894323, 0.036416, 0.105677, 0.053685
wikidata_tekgen, all, 0.258578, 0.335015, 0.281429, 0.894305, 0.068532, 0.105695, 0.054754
dbpedia_webnlg, all, 0.484983, 0.482201, 0.485433, 0.979710, 0.018987, 0.020290, 0.171577

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.253858, 0.317708, 0.274113, 0.936298, 0.000000, 0.006173, 0.020139
wikidata_tekgen, verified, 0.266942, 0.337479, 0.272964, 0.876847, 0.022367, 0.060074, 0.045313
wikidata_tekgen, all, 0.224203, 0.280727, 0.229864, 0.879320, 0.062904, 0.073421, 0.046573
dbpedia_webnlg, all, 0.369970, 0.351922, 0.357923, 0.972915, 0.007341, 0.008175, 0.103966

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.434375, 0.487500, 0.452083, 0.993827, 0.042708, 0.063702, 0.114583
wikidata_tekgen, verified, 0.345294, 0.524649, 0.392530, 0.939926, 0.043899, 0.123153, 0.076982
wikidata_tekgen, all, 0.284038, 0.415109, 0.307838, 0.926579, 0.078822, 0.120680, 0.075547
dbpedia_webnlg, all, 0.508884, 0.502573, 0.501436, 0.991825, 0.088168, 0.027085, 0.195346

