onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.07, 0.42, 0.12, 0.67, 0.02, 0.33, 0.02
ont_2_music, 0.06, 0.37, 0.10, 0.58, 0.02, 0.42, 0.00
ont_3_sport, 0.04, 0.25, 0.07, 0.42, 0.03, 0.58, 0.06
ont_4_book, 0.07, 0.45, 0.12, 0.56, 0.01, 0.44, 0.02
ont_5_military, 0.03, 0.21, 0.05, 0.07, 0.07, 0.93, 0.16
ont_6_computer, 0.10, 0.65, 0.17, 0.42, 0.02, 0.58, 0.07
ont_7_space, 0.05, 0.30, 0.09, 0.18, 0.17, 0.82, 0.10
ont_8_politics, 0.08, 0.50, 0.14, 0.55, 0.02, 0.45, 0.05
ont_9_nature, 0.08, 0.45, 0.13, 0.47, 0.02, 0.53, 0.02
ont_10_culture, 0.02, 0.12, 0.03, 0.19, 0.00, 0.81, 0.00
