onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.08, 0.42, 0.13, 0.66, 0.02, 0.34, 0.01
ont_2_music, 0.07, 0.37, 0.12, 0.60, 0.01, 0.40, 0.00
ont_3_sport, 0.04, 0.19, 0.06, 0.47, 0.03, 0.53, 0.04
ont_4_book, 0.09, 0.45, 0.14, 0.55, 0.01, 0.45, 0.00
ont_5_military, 0.03, 0.21, 0.06, 0.07, 0.07, 0.93, 0.16
ont_6_computer, 0.10, 0.65, 0.18, 0.43, 0.01, 0.57, 0.06
ont_7_space, 0.06, 0.30, 0.10, 0.19, 0.17, 0.81, 0.09
ont_8_politics, 0.08, 0.50, 0.14, 0.57, 0.00, 0.43, 0.00
ont_9_nature, 0.08, 0.45, 0.13, 0.45, 0.02, 0.55, 0.02
ont_10_culture, 0.02, 0.12, 0.03, 0.19, 0.00, 0.81, 0.00
