onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.13, 0.29, 0.17, 0.49, 0.03, 0.51, 0.02
ont_2_music, 0.15, 0.41, 0.20, 0.59, 0.04, 0.41, 0.02
ont_3_sport, 0.09, 0.35, 0.13, 0.45, 0.02, 0.55, 0.02
ont_4_book, 0.11, 0.36, 0.16, 0.47, 0.03, 0.53, 0.01
ont_5_military, 0.04, 0.21, 0.07, 0.13, 0.02, 0.87, 0.03
ont_6_computer, 0.10, 0.33, 0.14, 0.35, 0.03, 0.65, 0.02
ont_7_space, 0.11, 0.50, 0.18, 0.23, 0.02, 0.77, 0.02
ont_8_politics, 0.08, 0.42, 0.13, 0.37, 0.03, 0.63, 0.03
ont_9_nature, 0.07, 0.35, 0.11, 0.40, 0.02, 0.60, 0.03
ont_10_culture, 0.02, 0.11, 0.03, 0.26, 0.03, 0.74, 0.01
