onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.07, 0.42, 0.12, 1.00, 0.01, 0.00, 0.02
ont_2_music, 0.10, 0.44, 0.15, 1.00, 0.02, 0.00, 0.01
ont_3_sport, 0.03, 0.19, 0.04, 1.00, 0.05, 0.00, 0.05
ont_4_book, 0.11, 0.35, 0.16, 1.00, 0.02, 0.00, 0.03
ont_5_military, 0.12, 0.64, 0.19, 1.00, 0.08, 0.00, 0.16
ont_6_computer, 0.07, 0.20, 0.09, 1.00, 0.03, 0.00, 0.07
ont_7_space, 0.09, 0.60, 0.16, 1.00, 0.18, 0.00, 0.11
ont_8_politics, 0.07, 0.58, 0.13, 1.00, 0.03, 0.00, 0.05
ont_9_nature, 0.11, 0.65, 0.18, 1.00, 0.02, 0.00, 0.01
ont_10_culture, 0.09, 0.38, 0.14, 1.00, 0.00, 0.00, 0.00
