onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.50, 0.49, 0.49, 0.98, 0.00, 0.02, 0.05
ont_2_musicalwork, 0.33, 0.33, 0.33, 0.98, 0.54, 0.02, 0.20
ont_3_airport, 0.45, 0.41, 0.43, 1.00, 0.01, 0.00, 0.14
ont_4_building, 0.52, 0.50, 0.51, 1.00, 0.01, 0.00, 0.11
ont_5_athlete, 0.47, 0.47, 0.47, 1.00, 0.00, 0.00, 0.16
ont_6_politician, 0.58, 0.53, 0.55, 1.00, 0.06, 0.00, 0.18
ont_7_company, 0.58, 0.57, 0.57, 0.97, 0.01, 0.03, 0.27
ont_8_celestialbody, 0.75, 0.73, 0.73, 1.00, 0.07, 0.00, 0.37
ont_9_astronaut, 0.62, 0.62, 0.62, 1.00, 0.01, 0.00, 0.33
ont_10_comicscharacter, 0.55, 0.51, 0.53, 1.00, 0.52, 0.00, 0.19
ont_11_meanoftransportation, 0.39, 0.37, 0.38, 0.97, 0.01, 0.03, 0.23
ont_12_monument, 0.23, 0.24, 0.23, 1.00, 0.00, 0.00, 0.17
ont_13_food, 0.59, 0.57, 0.57, 0.99, 0.02, 0.01, 0.07
ont_14_writtenwork, 0.60, 0.59, 0.59, 1.00, 0.08, 0.00, 0.24
ont_15_sportsteam, 0.57, 0.54, 0.55, 1.00, 0.03, 0.00, 0.10
ont_16_city, 0.42, 0.43, 0.42, 1.00, 0.35, 0.00, 0.24
ont_17_artist, 0.36, 0.33, 0.34, 1.00, 0.00, 0.00, 0.06
ont_18_scientist, 0.70, 0.70, 0.69, 1.00, 0.00, 0.00, 0.26
ont_19_film, 0.42, 0.40, 0.40, 1.00, 0.03, 0.00, 0.18
