onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.43, 0.31, 0.33, 1.00, 0.03, 0.00, 0.04
ont_2_music, 0.42, 0.32, 0.34, 1.00, 0.01, 0.00, 0.01
ont_3_sport, 0.54, 0.47, 0.48, 1.00, 0.04, 0.00, 0.04
ont_4_book, 0.41, 0.35, 0.35, 1.00, 0.00, 0.00, 0.01
ont_5_military, 0.30, 0.30, 0.29, 1.00, 0.05, 0.00, 0.03
ont_6_computer, 0.39, 0.41, 0.39, 0.94, 0.00, 0.06, 0.01
ont_7_space, 0.83, 0.83, 0.82, 1.00, 0.00, 0.00, 0.04
ont_8_politics, 0.40, 0.38, 0.39, 1.00, 0.05, 0.00, 0.03
ont_9_nature, 0.55, 0.56, 0.55, 1.00, 0.01, 0.00, 0.06
ont_10_culture, 0.52, 0.54, 0.52, 1.00, 0.00, 0.00, 0.00
