onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.49, 0.29, 0.34, 1.00, 0.11, 0.00, 0.04
ont_2_music, 0.51, 0.33, 0.38, 1.00, 0.07, 0.00, 0.03
ont_3_sport, 0.72, 0.61, 0.64, 1.00, 0.13, 0.00, 0.04
ont_4_book, 0.46, 0.36, 0.38, 1.00, 0.06, 0.00, 0.01
ont_5_military, 0.35, 0.36, 0.35, 1.00, 0.06, 0.00, 0.08
ont_6_computer, 0.45, 0.38, 0.39, 0.94, 0.02, 0.06, 0.00
ont_7_space, 0.79, 0.75, 0.76, 1.00, 0.06, 0.00, 0.04
ont_8_politics, 0.41, 0.39, 0.40, 1.00, 0.06, 0.00, 0.04
ont_9_nature, 0.56, 0.54, 0.54, 1.00, 0.10, 0.00, 0.05
ont_10_culture, 0.68, 0.69, 0.69, 1.00, 0.03, 0.00, 0.00
