onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.53, 0.34, 0.38, 1.00, 0.11, 0.00, 0.04
ont_2_music, 0.57, 0.40, 0.44, 1.00, 0.03, 0.00, 0.06
ont_3_sport, 0.66, 0.57, 0.59, 1.00, 0.08, 0.00, 0.05
ont_4_book, 0.48, 0.36, 0.39, 1.00, 0.02, 0.00, 0.01
ont_5_military, 0.35, 0.35, 0.34, 1.00, 0.05, 0.00, 0.03
ont_6_computer, 0.43, 0.41, 0.41, 0.98, 0.00, 0.02, 0.01
ont_7_space, 0.86, 0.83, 0.84, 1.00, 0.00, 0.00, 0.04
ont_8_politics, 0.45, 0.45, 0.45, 1.00, 0.05, 0.00, 0.07
ont_9_nature, 0.70, 0.67, 0.67, 1.00, 0.02, 0.00, 0.07
ont_10_culture, 0.81, 0.81, 0.81, 1.00, 0.00, 0.00, 0.00
