onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.17, 0.23, 0.19, 0.96, 0.00, 0.04, 0.04
ont_2_music, 0.31, 0.44, 0.35, 1.00, 0.04, 0.00, 0.06
ont_3_sport, 0.28, 0.31, 0.29, 1.00, 0.06, 0.00, 0.11
ont_4_book, 0.25, 0.45, 0.31, 1.00, 0.00, 0.00, 0.00
ont_5_military, 0.50, 0.50, 0.50, 1.00, 0.00, 0.00, 0.14
ont_6_computer, 0.58, 0.60, 0.58, 0.73, 0.00, 0.27, 0.05
ont_7_space, 0.85, 0.90, 0.87, 1.00, 0.00, 0.00, 0.20
ont_8_politics, 0.38, 0.42, 0.39, 1.00, 0.00, 0.00, 0.08
ont_9_nature, 0.95, 0.95, 0.95, 1.00, 0.00, 0.00, 0.00
ont_10_culture, 0.69, 0.75, 0.71, 1.00, 0.00, 0.00, 0.00
