onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.56, 0.54, 0.55, 0.98, 0.00, 0.02, 0.07
ont_2_musicalwork, 0.36, 0.37, 0.36, 0.98, 0.54, 0.02, 0.24
ont_3_airport, 0.47, 0.46, 0.46, 1.00, 0.00, 0.00, 0.14
ont_4_building, 0.56, 0.53, 0.54, 1.00, 0.01, 0.00, 0.09
ont_5_athlete, 0.54, 0.52, 0.53, 0.99, 0.00, 0.01, 0.14
ont_6_politician, 0.58, 0.54, 0.55, 0.99, 0.06, 0.01, 0.18
ont_7_company, 0.64, 0.62, 0.63, 1.00, 0.01, 0.00, 0.28
ont_8_celestialbody, 0.80, 0.79, 0.80, 1.00, 0.08, 0.00, 0.40
ont_9_astronaut, 0.71, 0.69, 0.70, 1.00, 0.01, 0.00, 0.33
ont_10_comicscharacter, 0.53, 0.51, 0.52, 1.00, 0.47, 0.00, 0.17
ont_11_meanoftransportation, 0.39, 0.37, 0.37, 0.99, 0.04, 0.01, 0.23
ont_12_monument, 0.18, 0.20, 0.19, 1.00, 0.00, 0.00, 0.24
ont_13_food, 0.64, 0.61, 0.62, 1.00, 0.02, 0.00, 0.08
ont_14_writtenwork, 0.59, 0.59, 0.59, 1.00, 0.08, 0.00, 0.23
ont_15_sportsteam, 0.56, 0.54, 0.55, 1.00, 0.07, 0.00, 0.11
ont_16_city, 0.48, 0.48, 0.48, 1.00, 0.38, 0.00, 0.25
ont_17_artist, 0.39, 0.35, 0.37, 1.00, 0.00, 0.00, 0.06
ont_18_scientist, 0.70, 0.69, 0.69, 1.00, 0.01, 0.00, 0.27
ont_19_film, 0.44, 0.42, 0.42, 1.00, 0.02, 0.00, 0.19
