median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.437500, 0.475000, 0.444444, 1.000000, 0.000000, 0.000000, 0.057407
wikidata_tekgen, verified, 0.488304, 0.491377, 0.456216, 0.994478, 0.021546, 0.005522, 0.054894
wikidata_tekgen, all, 0.447260, 0.422565, 0.401089, 0.993530, 0.096347, 0.006470, 0.053711
dpedia_webnlg, all, 0.556472, 0.527508, 0.537540, 0.997375, 0.015748, 0.002625, 0.186202

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.289641, 0.423611, 0.318772, 1.000000, 0.000000, 0.000000, 0.009615
wikidata_tekgen, verified, 0.424296, 0.427867, 0.403001, 0.988192, 0.003038, 0.000000, 0.036306
wikidata_tekgen, all, 0.380715, 0.384072, 0.372618, 0.990626, 0.087462, 0.003019, 0.037502
dpedia_webnlg, all, 0.455374, 0.437869, 0.442755, 0.994363, 0.004626, 0.000000, 0.126135

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.659375, 0.712500, 0.677083, 1.000000, 0.000000, 0.000000, 0.106771
wikidata_tekgen, verified, 0.634710, 0.676125, 0.639431, 1.000000, 0.077068, 0.011808, 0.070291
wikidata_tekgen, all, 0.549728, 0.561832, 0.539426, 0.996981, 0.108920, 0.009374, 0.075479
dpedia_webnlg, all, 0.610828, 0.602068, 0.602554, 1.000000, 0.076667, 0.005637, 0.247225

