onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.10, 0.38, 0.16, 1.00, 0.01, 0.00, 0.01
ont_2_music, 0.15, 0.37, 0.19, 1.00, 0.01, 0.00, 0.01
ont_3_sport, 0.04, 0.19, 0.06, 1.00, 0.01, 0.00, 0.02
ont_4_book, 0.15, 0.35, 0.20, 1.00, 0.00, 0.00, 0.01
ont_5_military, 0.14, 0.57, 0.23, 1.00, 0.08, 0.00, 0.15
ont_6_computer, 0.07, 0.20, 0.10, 1.00, 0.05, 0.00, 0.06
ont_7_space, 0.15, 0.60, 0.24, 1.00, 0.17, 0.00, 0.09
ont_8_politics, 0.13, 0.58, 0.20, 1.00, 0.01, 0.00, 0.05
ont_9_nature, 0.16, 0.60, 0.25, 1.00, 0.01, 0.00, 0.00
ont_10_culture, 0.12, 0.38, 0.17, 1.00, 0.00, 0.00, 0.00
