median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.052375, 0.433761, 0.093065, 0.433120, 0.033558, 0.566880, 0.039923
wikidata_tekgen, verified, 0.075950, 0.466370, 0.128708, 0.435941, 0.027222, 0.564059, 0.023610
wikidata_tekgen, all, 0.075159, 0.384280, 0.123159, 0.370213, 0.033727, 0.629787, 0.029264
dbpedia_webnlg, all, 0.027775, 0.094072, 0.039847, 0.301485, 0.011382, 0.698515, 0.026440

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.038132, 0.303125, 0.067689, 0.228244, 0.023285, 0.496618, 0.020907
wikidata_tekgen, verified, 0.065425, 0.391386, 0.110498, 0.309435, 0.020907, 0.519335, 0.021615
wikidata_tekgen, all, 0.055353, 0.341383, 0.094329, 0.267886, 0.025038, 0.553881, 0.026789
dbpedia_webnlg, all, 0.014507, 0.058976, 0.023322, 0.181823, 0.006209, 0.590223, 0.010727

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.055469, 0.450000, 0.098207, 0.503382, 0.050149, 0.771756, 0.077547
wikidata_tekgen, verified, 0.100831, 0.504310, 0.161112, 0.480665, 0.030047, 0.690565, 0.036398
wikidata_tekgen, all, 0.089143, 0.431914, 0.138027, 0.446119, 0.039995, 0.732114, 0.036423
dbpedia_webnlg, all, 0.065610, 0.148633, 0.090528, 0.409777, 0.017494, 0.818177, 0.031995

