onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.02, 0.02, 0.02, 1.00, 0.03, 0.00, 0.02
ont_2_music, 0.06, 0.06, 0.04, 1.00, 0.02, 0.00, 0.03
ont_3_sport, 0.03, 0.08, 0.04, 1.00, 0.01, 0.00, 0.01
ont_4_book, 0.05, 0.08, 0.05, 1.00, 0.02, 0.00, 0.00
ont_5_military, 0.05, 0.10, 0.06, 1.00, 0.02, 0.00, 0.05
ont_6_computer, 0.02, 0.02, 0.02, 1.00, 0.00, 0.00, 0.00
ont_7_space, 0.17, 0.37, 0.22, 1.00, 0.03, 0.00, 0.04
ont_8_politics, 0.05, 0.16, 0.07, 1.00, 0.01, 0.00, 0.02
ont_9_nature, 0.11, 0.32, 0.16, 1.00, 0.01, 0.00, 0.01
ont_10_culture, 0.01, 0.02, 0.01, 1.00, 0.00, 0.00, 0.00
