onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.26, 0.28, 0.25, 0.99, 0.08, 0.01, 0.07
ont_2_music, 0.26, 0.30, 0.26, 0.98, 0.10, 0.02, 0.07
ont_3_sport, 0.33, 0.45, 0.35, 0.93, 0.07, 0.07, 0.06
ont_4_book, 0.26, 0.35, 0.28, 0.98, 0.08, 0.02, 0.06
ont_5_military, 0.22, 0.30, 0.24, 0.96, 0.03, 0.04, 0.06
ont_6_computer, 0.32, 0.37, 0.33, 0.86, 0.04, 0.14, 0.02
ont_7_space, 0.67, 0.75, 0.69, 0.98, 0.06, 0.02, 0.05
ont_8_politics, 0.31, 0.36, 0.32, 0.97, 0.09, 0.03, 0.08
ont_9_nature, 0.30, 0.42, 0.33, 0.97, 0.07, 0.03, 0.05
ont_10_culture, 0.26, 0.41, 0.30, 0.94, 0.04, 0.06, 0.03
