median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.369048, 0.386905, 0.375000, 1.000000, 0.000000, 0.000000, 0.056250
wikidata_tekgen, verified, 0.415132, 0.452257, 0.413313, 0.970605, 0.044033, 0.029395, 0.041683
wikidata_tekgen, all, 0.386241, 0.408427, 0.371552, 0.969122, 0.086560, 0.030878, 0.064041
dpedia_webnlg, all, 0.527778, 0.523148, 0.525000, 0.988426, 0.025105, 0.011574, 0.209506

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.253762, 0.321875, 0.269387, 0.965046, 0.000000, 0.000000, 0.018875
wikidata_tekgen, verified, 0.375256, 0.399800, 0.366912, 0.952281, 0.019097, 0.022309, 0.031209
wikidata_tekgen, all, 0.322980, 0.368284, 0.326125, 0.944585, 0.062999, 0.026469, 0.038221
dpedia_webnlg, all, 0.403542, 0.389875, 0.393694, 0.963004, 0.006448, 0.003848, 0.131876

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.712500, 0.775000, 0.733333, 1.000000, 0.000000, 0.034954, 0.101190
wikidata_tekgen, verified, 0.521632, 0.646295, 0.554047, 0.977691, 0.069377, 0.047719, 0.074128
wikidata_tekgen, all, 0.461939, 0.539193, 0.462643, 0.973531, 0.115431, 0.055415, 0.077140
dpedia_webnlg, all, 0.556665, 0.554914, 0.550649, 0.996152, 0.080247, 0.036996, 0.238812

