onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.23, 0.39, 0.26, 1.00, 0.05, 0.00, 0.02
ont_2_music, 0.22, 0.51, 0.28, 1.00, 0.05, 0.00, 0.03
ont_3_sport, 0.18, 0.39, 0.22, 1.00, 0.01, 0.00, 0.02
ont_4_book, 0.23, 0.45, 0.28, 1.00, 0.03, 0.00, 0.01
ont_5_military, 0.13, 0.20, 0.15, 1.00, 0.02, 0.00, 0.03
ont_6_computer, 0.21, 0.38, 0.25, 1.00, 0.02, 0.00, 0.01
ont_7_space, 0.34, 0.59, 0.42, 1.00, 0.02, 0.00, 0.02
ont_8_politics, 0.21, 0.53, 0.29, 1.00, 0.00, 0.00, 0.06
ont_9_nature, 0.21, 0.49, 0.27, 1.00, 0.01, 0.00, 0.01
ont_10_culture, 0.02, 0.07, 0.03, 1.00, 0.02, 0.00, 0.01
