onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.30, 0.30, 0.28, 1.00, 0.02, 0.00, 0.01
ont_2_music, 0.33, 0.37, 0.32, 1.00, 0.02, 0.00, 0.02
ont_3_sport, 0.27, 0.27, 0.25, 1.00, 0.00, 0.00, 0.00
ont_4_book, 0.33, 0.31, 0.30, 1.00, 0.01, 0.00, 0.00
ont_5_military, 0.10, 0.11, 0.10, 1.00, 0.00, 0.00, 0.01
ont_6_computer, 0.22, 0.24, 0.22, 1.00, 0.00, 0.00, 0.01
ont_7_space, 0.56, 0.58, 0.56, 1.00, 0.01, 0.00, 0.01
ont_8_politics, 0.35, 0.41, 0.37, 1.00, 0.00, 0.00, 0.04
ont_9_nature, 0.31, 0.45, 0.35, 1.00, 0.00, 0.00, 0.00
ont_10_culture, 0.03, 0.05, 0.04, 1.00, 0.00, 0.00, 0.00
