onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.25, 0.24, 0.23, 1.00, 0.02, 0.00, 0.01
ont_2_music, 0.30, 0.33, 0.29, 1.00, 0.03, 0.00, 0.01
ont_3_sport, 0.25, 0.26, 0.23, 1.00, 0.01, 0.00, 0.00
ont_4_book, 0.29, 0.29, 0.27, 1.00, 0.02, 0.00, 0.00
ont_5_military, 0.12, 0.13, 0.12, 1.00, 0.00, 0.00, 0.00
ont_6_computer, 0.21, 0.22, 0.21, 1.00, 0.01, 0.00, 0.00
ont_7_space, 0.47, 0.48, 0.47, 1.00, 0.00, 0.00, 0.01
ont_8_politics, 0.31, 0.36, 0.33, 1.00, 0.01, 0.00, 0.03
ont_9_nature, 0.20, 0.30, 0.23, 1.00, 0.00, 0.00, 0.00
ont_10_culture, 0.05, 0.07, 0.06, 1.00, 0.01, 0.00, 0.00
