onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.13, 0.29, 0.17, 1.00, 0.04, 0.00, 0.03
ont_2_music, 0.13, 0.33, 0.17, 1.00, 0.05, 0.00, 0.02
ont_3_sport, 0.05, 0.20, 0.07, 1.00, 0.02, 0.00, 0.03
ont_4_book, 0.10, 0.26, 0.14, 1.00, 0.03, 0.00, 0.01
ont_5_military, 0.10, 0.29, 0.14, 1.00, 0.03, 0.00, 0.05
ont_6_computer, 0.11, 0.16, 0.12, 1.00, 0.03, 0.00, 0.02
ont_7_space, 0.12, 0.60, 0.20, 1.00, 0.02, 0.00, 0.02
ont_8_politics, 0.06, 0.33, 0.10, 1.00, 0.02, 0.00, 0.04
ont_9_nature, 0.07, 0.36, 0.12, 1.00, 0.01, 0.00, 0.03
ont_10_culture, 0.06, 0.17, 0.08, 1.00, 0.02, 0.00, 0.01
