onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.51, 0.34, 0.38, 1.00, 0.12, 0.00, 0.05
ont_2_music, 0.50, 0.36, 0.40, 1.00, 0.04, 0.00, 0.05
ont_3_sport, 0.68, 0.57, 0.60, 1.00, 0.07, 0.00, 0.06
ont_4_book, 0.48, 0.38, 0.40, 1.00, 0.01, 0.00, 0.01
ont_5_military, 0.34, 0.35, 0.34, 1.00, 0.04, 0.00, 0.03
ont_6_computer, 0.50, 0.47, 0.47, 0.93, 0.00, 0.07, 0.01
ont_7_space, 0.88, 0.85, 0.85, 1.00, 0.00, 0.00, 0.04
ont_8_politics, 0.43, 0.43, 0.42, 1.00, 0.06, 0.00, 0.09
ont_9_nature, 0.70, 0.67, 0.68, 1.00, 0.03, 0.00, 0.07
ont_10_culture, 0.81, 0.84, 0.82, 1.00, 0.00, 0.00, 0.00
