onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.50, 0.30, 0.35, 1.00, 0.12, 0.00, 0.05
ont_2_music, 0.51, 0.34, 0.38, 1.00, 0.07, 0.00, 0.04
ont_3_sport, 0.72, 0.60, 0.64, 1.00, 0.12, 0.00, 0.05
ont_4_book, 0.48, 0.37, 0.40, 1.00, 0.06, 0.00, 0.02
ont_5_military, 0.34, 0.35, 0.34, 1.00, 0.05, 0.00, 0.08
ont_6_computer, 0.48, 0.41, 0.42, 0.92, 0.02, 0.07, 0.01
ont_7_space, 0.79, 0.76, 0.76, 1.00, 0.05, 0.00, 0.03
ont_8_politics, 0.40, 0.38, 0.38, 1.00, 0.07, 0.00, 0.05
ont_9_nature, 0.57, 0.54, 0.55, 1.00, 0.10, 0.00, 0.05
ont_10_culture, 0.68, 0.70, 0.69, 1.00, 0.03, 0.00, 0.00
