onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.50, 0.25, 0.31, 1.00, 0.21, 0.00, 0.02
ont_2_music, 0.60, 0.36, 0.42, 1.00, 0.10, 0.00, 0.04
ont_3_sport, 0.73, 0.59, 0.63, 1.00, 0.21, 0.00, 0.06
ont_4_book, 0.49, 0.35, 0.39, 1.00, 0.17, 0.00, 0.03
ont_5_military, 0.38, 0.36, 0.37, 1.00, 0.11, 0.00, 0.08
ont_6_computer, 0.45, 0.32, 0.36, 1.00, 0.03, 0.00, 0.00
ont_7_space, 0.78, 0.76, 0.77, 1.00, 0.14, 0.00, 0.02
ont_8_politics, 0.44, 0.42, 0.42, 1.00, 0.11, 0.00, 0.03
ont_9_nature, 0.54, 0.49, 0.51, 1.00, 0.08, 0.00, 0.02
ont_10_culture, 0.69, 0.69, 0.69, 1.00, 0.11, 0.00, 0.00
