onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.23, 0.39, 0.27, 1.00, 0.04, 0.00, 0.02
ont_2_music, 0.24, 0.50, 0.30, 1.00, 0.05, 0.00, 0.03
ont_3_sport, 0.19, 0.39, 0.23, 1.00, 0.01, 0.00, 0.02
ont_4_book, 0.24, 0.42, 0.28, 1.00, 0.04, 0.00, 0.01
ont_5_military, 0.14, 0.20, 0.15, 1.00, 0.02, 0.00, 0.03
ont_6_computer, 0.21, 0.37, 0.25, 1.00, 0.02, 0.00, 0.01
ont_7_space, 0.35, 0.59, 0.42, 1.00, 0.02, 0.00, 0.02
ont_8_politics, 0.23, 0.53, 0.30, 1.00, 0.00, 0.00, 0.06
ont_9_nature, 0.23, 0.49, 0.28, 1.00, 0.01, 0.00, 0.01
ont_10_culture, 0.03, 0.07, 0.04, 1.00, 0.02, 0.00, 0.01
