median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.059676, 0.433761, 0.104522, 0.435278, 0.029138, 0.564722, 0.034723
wikidata_tekgen, verified, 0.083641, 0.432994, 0.139017, 0.444722, 0.025664, 0.555278, 0.022201
wikidata_tekgen, all, 0.082911, 0.370590, 0.129573, 0.373808, 0.031206, 0.626192, 0.028399
dpedia_webnlg, all, 0.028860, 0.093176, 0.040089, 0.299045, 0.008833, 0.700955, 0.021323

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.042824, 0.303125, 0.074970, 0.223855, 0.023780, 0.479903, 0.020630
wikidata_tekgen, verified, 0.072626, 0.386662, 0.120298, 0.310751, 0.019925, 0.509870, 0.020775
wikidata_tekgen, all, 0.060934, 0.333283, 0.102264, 0.270700, 0.023060, 0.545176, 0.024735
dpedia_webnlg, all, 0.014427, 0.051996, 0.022694, 0.184588, 0.005687, 0.589258, 0.008493

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.063002, 0.450000, 0.109510, 0.520097, 0.034022, 0.776145, 0.074534
wikidata_tekgen, verified, 0.109777, 0.499442, 0.175712, 0.490130, 0.028710, 0.689249, 0.035563
wikidata_tekgen, all, 0.096052, 0.422979, 0.149956, 0.454824, 0.037788, 0.729300, 0.033507
dpedia_webnlg, all, 0.070075, 0.143941, 0.094116, 0.410742, 0.013829, 0.815412, 0.029546

