onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.06, 0.42, 0.10, 0.64, 0.03, 0.36, 0.02
ont_2_music, 0.06, 0.44, 0.11, 0.56, 0.02, 0.44, 0.01
ont_3_sport, 0.04, 0.31, 0.07, 0.42, 0.03, 0.58, 0.04
ont_4_book, 0.06, 0.45, 0.11, 0.52, 0.01, 0.48, 0.03
ont_5_military, 0.03, 0.29, 0.06, 0.07, 0.08, 0.93, 0.17
ont_6_computer, 0.08, 0.65, 0.15, 0.37, 0.02, 0.63, 0.08
ont_7_space, 0.05, 0.30, 0.08, 0.17, 0.16, 0.83, 0.10
ont_8_politics, 0.07, 0.50, 0.12, 0.51, 0.03, 0.49, 0.05
ont_9_nature, 0.06, 0.45, 0.11, 0.45, 0.04, 0.55, 0.02
ont_10_culture, 0.01, 0.12, 0.02, 0.17, 0.00, 0.82, 0.00
